CÓDIGO;CLASSIFICAÇÃO;DESCRIÇÃO;SALDO ANTERIOR;DÉBITO;CRÉDITO;SALDO ATUAL;MÊS;TIPO
6830;2.1.01.01.0023;UNIMED LITORAL SUL/RS - COOPERATIVA;0;52;52;0;29/02/2020;
4260;2.1.01.01.9600;VETORIAL NET INF E SERV DE COMUNICAC;0;0;7279;7279;29/02/2020;C
6475;2.1.01.01.9991;VIAPRINTER INFORMATICA LTDA;0;409,1;409,1;0;29/02/2020;
4250;2.1.01.01.9500;VIAVETORIAL INTERNET LTDA.;0;1710;1865;155;29/02/2020;C
6513;2.1.01.01.9994;YC YOUR COMPANY COMERCIO E APOIO ADM;3398;4101,5;6288;5584,5;29/02/2020;C
1066;2.1.01.03.0000;OBRIGACOES C/PESSOAL/SOCIAL/TRIBUTAR;99543,54;70375,48;110088,06;139256,12;29/02/2020;C
1074;2.1.01.03.0100;COFINS A RECOLHER;4814,03;4814,03;18807,9;18807,9;29/02/2020;C
3450;2.1.01.03.2800;CSL/COFINS/PIS A RECOLHER  LEI 10833;280,91;280,91;124,42;124,42;29/02/2020;C
1104;2.1.01.03.0300;ENCARGOS S/PROVISAO 13. SALARIO;984,36;0;1205,05;2189,41;29/02/2020;C
1112;2.1.01.03.0400;ENCARGOS S/PROVISAO DE FERIAS;10702,09;0;1980,47;12682,56;29/02/2020;C
1120;2.1.01.03.0500;FGTS A RECOLHER;3261,55;3261,55;3304,95;3304,95;29/02/2020;C
4960;2.1.01.03.3000;I.R.F S/ALUGUEIS;87,32;87,32;87,32;87,32;29/02/2020;C
1147;2.1.01.03.0700;INSS A RECOLHER;14533,22;14533,22;15638,46;15638,46;29/02/2020;C
1163;2.1.01.03.1000;IRF S/COMISSOES;566,18;566,18;3371,74;3371,74;29/02/2020;C
1180;2.1.01.03.0800;IRF S/REND TRABALHO ASSALARIADO;1159,01;1159,01;1124,75;1124,75;29/02/2020;C
1198;2.1.01.03.1100;IRF S/SERV. PREST. PJ OU S/C;90,61;90,61;70,13;70,13;29/02/2020;C
1200;2.1.01.03.1200;ISSQN A RECOLHER;2293,37;2394,22;9740,86;9640,01;29/02/2020;C
1210;2.1.01.03.1400;PIS A RECOLHER;1045,15;1045,15;4083,29;4083,29;29/02/2020;C
1228;2.1.01.03.1600;PROVISAO P/ 13. SALARIO;2828,62;0;3462,8;6291,42;29/02/2020;C
1244;2.1.01.03.1900;PROVISAO P/FERIAS;31201,43;0;5773,96;36975,39;29/02/2020;C
1279;2.1.01.03.2000;SALARIOS A PAGAR;25695,69;42143,28;41311,96;24864,37;29/02/2020;C
1295;2.1.01.04.0000;FINANCIAMENTOS;236249,51;25717,26;1586,2;212118,45;29/02/2020;C
6726;2.1.01.04.0001;CARUANA S/A - CONTRATO 8126;236249,51;25717,26;1586,2;212118,45;29/02/2020;C
1325;2.1.01.05.0000;SBE;2214999,69;1595413,44;1845813,26;2465399,51;29/02/2020;C
1350;2.1.01.05.0100;ADIANT. CLIENTES - VT WEB;2255,65;162033,7;200023,1;40245,05;29/02/2020;C
1333;2.1.01.05.0600;ADIANT. DE CLIENTES;80;0;0;80;29/02/2020;C
1368;2.1.01.05.0200;COMUM - POS;70993,5;316523,89;250803,88;5273,49;29/02/2020;C
1376;2.1.01.05.0300;ESCOLAR - POS;252298,35;57352,45;58781,05;253726,95;29/02/2020;C
1384;2.1.01.05.0400;VALE TRANSPORTE - POS;1889372,19;1059503,4;1336205,23;2166074,02;29/02/2020;C
1392;2.2.00.00.0000;EXIGIVEL A LONGO PRAZO;536365,63;0;0;536365,63;29/02/2020;C
1406;2.2.01.00.0000;EXIGIVEL A LONGO PRAZO;536365,63;0;0;536365,63;29/02/2020;C
6769;2.2.01.02.0000;FINANCIAMENTO - LP;536365,63;0;0;536365,63;29/02/2020;C
6777;2.2.01.02.0001;CARUANA - CONTRATO 8126 - LP;536365,63;0;0;536365,63;29/02/2020;C
1430;2.3.00.00.0000;PATRIMONIO LIQUIDO;23632,46;0;0;23632,46;29/02/2020;C
1449;2.3.01.00.0000;CAPITAL SOCIAL;150000;0;0;150000;29/02/2020;C
1457;2.3.01.01.0000;CAPITAL SUBSCRITO;150000;0;0;150000;29/02/2020;C
1465;2.3.01.01.0001;CAPITAL SOCIAL;150000;0;0;150000;29/02/2020;C
1510;2.3.03.00.0000;LUCROS OU PREJUIZOS ACUMULADOS;126367,54;0;0;126367,54;29/02/2020;D
3166;2.3.03.01.0000;LUCROS OU PREJUIZOS ACUMULADOS;126367,54;0;0;126367,54;29/02/2020;D
1546;2.3.03.01.0002;PREJUIZOS ACUMULADOS;126367,54;0;0;126367,54;29/02/2020;D
1554;3.0.00.00.0000;DESPESAS;179377,09;187829,02;1063,36;366142,75;29/02/2020;D
1562;3.1.00.00.0000;DESPESAS OPERACIONAIS;179377,09;187829,02;1063,36;366142,75;29/02/2020;D
1570;3.1.01.00.0000;CUSTOS DOS SERVICOS;37398,17;28151,68;0;65549,85;29/02/2020;D
1589;3.1.01.01.0000;CUSTOS DE BILHETAGEM;37398,17;28151,68;0;65549,85;29/02/2020;D
1724;3.1.01.01.1400;CUSTO DE IMPLANTACAO BILHETAGEM ELET;260;0;0;260;29/02/2020;D
6696;3.1.01.01.1200;DEPREC. EQUIP BILHETAGEM ELETRONICA;7571,12;7571,12;0;15142,24;29/02/2020;D
1600;3.1.01.01.0100;PROCESSAMENTO DE DADOS;6276,65;2675,56;0;8952,21;29/02/2020;D
1619;3.1.01.01.0200;SUPRIMENTO DE BILHETAGEM;23290,4;17905;0;41195,4;29/02/2020;D
1740;3.1.05.00.0000;DESPESAS GERAIS;141978,92;159677,34;1063,36;300592,9;29/02/2020;D
1759;3.1.05.01.0000;DESPESAS COM IMPOSTOS;270,3;715,38;0;985,68;29/02/2020;D
1767;3.1.05.01.0100;ALVARA;0;350;0;350;29/02/2020;D
1775;3.1.05.01.1300;COFINS S/OUTRAS RECEITAS;222,08;300,2;0;522,28;29/02/2020;D
1856;3.1.05.01.1400;PIS S/OUTRAS RECEITAS;48,22;65,18;0;113,4;29/02/2020;D
1880;3.1.05.02.0000;SERVICOS DE TERCEIROS;46675,59;49752,84;1046,36;95382,07;29/02/2020;D
1899;3.1.05.02.0100;ANUNCIOS E PUBLICIDADE;6062;3500;0;9562;29/02/2020;D
3425;3.1.05.02.1500;CARRO FORTE;195,04;0;0;195,04;29/02/2020;D
1929;3.1.05.02.1300;CONEXOES E COMUNICACOES;10821,66;11314;0;22135,66;29/02/2020;D
5312;3.1.05.02.1900;CONSULTORIA;0;2000;0;2000;29/02/2020;D
1910;3.1.05.02.0300;CONVENIO MEDICO;890,3;1936,66;1046,36;1780,6;29/02/2020;D
1945;3.1.05.02.0500;ENERGIA ELETRICA;2676,59;3436,09;0;6112,68;29/02/2020;D
1988;3.1.05.02.0900;LOCACOES;0;556,09;0;556,09;29/02/2020;D
7374;3.1.05.02.2002;PINS CITTAMOBI;460;1440;0;1900;29/02/2020;D
6866;3.1.05.02.0001;TRANSDATA - PROCESSAMENTO DE DADOS;25570;25570;0;51140;29/02/2020;D
2010;3.1.05.03.0000;DESPESAS FINANCEIRAS;5108,69;7049,11;0;12157,8;29/02/2020;D
2046;3.1.05.03.0300;DESPESAS BANCARIAS;4046,51;5462,91;0;9509,42;29/02/2020;D
2070;3.1.05.03.0900;JUROS E V.M. S/EMPREST. CAP. GIRO;1062,18;1586,2;0;2648,38;29/02/2020;D
2127;3.1.05.04.0000;DESPESAS ADMINISTRATIVAS;89924,34;102160,01;17;192067,35;29/02/2020;D
2143;3.1.05.04.0100;13. SALARIO;2828,62;3462,8;0;6291,42;29/02/2020;D
2160;3.1.05.04.0400;ALUGUEIS;5990,93;6001,83;0;11992,76;29/02/2020;D
2194;3.1.05.04.0700;BENS DE PEQUENO VALOR;0;1905;0;1905;29/02/2020;D
6840;3.1.05.04.5904;COMISSÇO S/VENDAS BUSPAY;7080,07;9202,74;0;16282,81;29/02/2020;D
2224;3.1.05.04.1000;COPA E COZINHA;458,85;303;0;761,85;29/02/2020;D
2267;3.1.05.04.1300;DEPRECIACAO S/EQUIP. PROCES. DADOS;162,2;162,2;0;324,4;29/02/2020;D
2305;3.1.05.04.4300;DESPESA DE CONSERVACAO;338,24;475;0;813,24;29/02/2020;D
2313;3.1.05.04.2200;DESPESAS COM CORREIO;63,76;95,81;0;159,57;29/02/2020;D
3130;3.1.05.04.4600;DESPESAS COM GRAFICA;1125;12,5;0;1137,5;29/02/2020;D
2380;3.1.05.04.2600;FERIAS;3740,44;5773,96;0;9514,4;29/02/2020;D
2399;3.1.05.04.2700;FGTS;3787,07;4043,89;0;7830,96;29/02/2020;D
3300;3.1.05.04.4700;FRETES E CARRETOS;42,17;0;0;42,17;29/02/2020;D
2429;3.1.05.04.4400;LANCHES E REFEICOES;0;491,6;0;491,6;29/02/2020;D
5860;3.1.05.04.5905;LIMPEZA E HIGIENE;436,93;476,14;0;913,07;29/02/2020;D
2453;3.1.05.04.3200;MANUTENCAO DE EQUIPAMENTO ADMINISTRA;436,61;336,61;0;773,22;29/02/2020;D
3778;3.1.05.04.5100;MATERIAIS P/ PROCESSAMENTO DE DADOS;680;949;0;1629;29/02/2020;D
2460;3.1.05.04.3300;MATERIAL DE EXPEDIENTE;1502,1;1126,03;0;2628,13;29/02/2020;D
3336;3.1.05.04.4800;MATERIAL DE SEGURANCA;0;273;0;273;29/02/2020;D
2496;3.1.05.04.3600;OUTRAS DESPESAS;0;189,07;0;189,07;29/02/2020;D
2470;3.1.05.04.3400;PAT PROGRAMA DE ALIM TRABALHADOR;5617,78;5845,07;17;11445,85;29/02/2020;D
2500;3.1.05.04.3700;PREVIDENCIA SOCIAL;12244,42;13726,61;0;25971,03;29/02/2020;D
2488;3.1.05.04.3500;SALARIOS;40769,43;44511,96;0;85281,39;29/02/2020;D
2150;3.1.05.04.0300;SEGURO ACIDENTE DO TRABALHO;250,85;270,05;0;520,9;29/02/2020;D
2445;3.1.05.04.3100;VIAGENS E ESTADIAS;2368,87;2526,14;0;4895,01;29/02/2020;D
2607;4.0.00.00.0000;RECEITAS;55336,81;32266,67;247472,34;270542,48;29/02/2020;C
2615;4.1.00.00.0000;RECEITA OPERACIONAL BRUTA;55336,81;32266,67;247472,34;270542,48;29/02/2020;C
2623;4.1.01.00.0000;RECEITA OPERACIONAL LIQUIDA;52414,66;32266,67;243522,29;263670,28;29/02/2020;C
2630;4.1.01.01.0000;RECEITA DE PRESTACAO DE SERVICOS;60420,33;0;243522,29;303942,62;29/02/2020;C
2860;4.1.01.01.0001;COMISSÇO BILHETAGEM ELETRONICA;37745,15;0;224782,63;262527,78;29/02/2020;C
2887;4.1.01.01.0002;TARIFA PROCESSAMENTO WEB;22675,18;0;18739,66;41414,84;29/02/2020;C
2747;4.1.01.02.0000;(-) DEDUCAO DE RECEITA DA PREST. SER;8005,67;32266,67;0;40272,34;29/02/2020;D
2755;4.1.01.02.0400;COFINS;4591,95;18507,7;0;23099,65;29/02/2020;D
2780;4.1.01.02.0300;I.S.S.Q.N.;2416,79;9740,86;0;12157,65;29/02/2020;D
2798;4.1.01.02.0500;PIS S/FATURAMENTO;996,93;4018,11;0;5015,04;29/02/2020;D
2810;4.1.02.00.0000;OUTRAS RECEITAS OPERACIONAIS;2922,15;0;3950,05;6872,2;29/02/2020;C
2836;4.1.02.01.0000;OUTRAS RECEITAS OPERACIONAIS;2922,15;0;3950,05;6872,2;29/02/2020;C
3140;4.1.02.01.0600;CARTAO BILHETAGEM;2922,15;0;3950,05;6872,2;29/02/2020;C
19;1.0.00.00.0000;ATIVO;3402240,29;5018899,67;4774574,2;3646565,76;31/03/2020;D
27;1.1.00.00.0000;CIRCULANTE;520681,59;3587204,61;3576235,58;531650,62;31/03/2020;D
35;1.1.01.00.0000;DISPONIVEL;38871,9;3136003,18;3174441,82;433,26;31/03/2020;D
43;1.1.01.01.0000;CAIXA;597,77;4710,21;4930,38;377,6;31/03/2020;D
50;1.1.01.01.0100;CAIXA;597,77;4710,21;4930,38;377,6;31/03/2020;D
60;1.1.01.02.0000;BANCOS CONTA MOVIMENTO;38274,13;3131292,97;3169511,44;55,66;31/03/2020;D
78;1.1.01.02.0400;BANCO BANRISUL S/A - CONTA RECEBEDOR;9297,69;565315,95;574595,79;17,85;31/03/2020;D
6520;1.1.01.02.0600;CARUANA - CONTA CORRENTE;1502,02;1300508,11;1302009,12;1,01;31/03/2020;D
6505;1.1.01.02.0500;CARUANA;27474,42;1265468,91;1292906,53;36,8;31/03/2020;D
132;1.1.02.00.0000;CREDITOS;481809,69;451201,43;401793,76;531217,36;31/03/2020;D
140;1.1.02.01.0000;ESTOQUE;43314,96;7,25;13035,62;30286,59;31/03/2020;D
3760;1.1.02.01.0002;MATERIAL DE EXPEDIENTE;0;7,25;7,25;0;31/03/2020;
159;1.1.02.01.0001;SUPRIMENTOS DE BILHETAGEM;43314,96;0;13028,37;30286,59;31/03/2020;D
175;1.1.02.02.0000;CLIENTES;413599,19;282456,37;228750,41;467305,15;31/03/2020;D
183;1.1.02.02.0400;FUNDACAO UNIVERSIDADE DO RIO GRANDE;0;110072,12;42331,83;67740,29;31/03/2020;D
6564;1.1.02.02.0003;NOIVA DO MAR SERV MOBILIDADE LTDA -;216171,21;63714,52;0;279885,73;31/03/2020;D
4286;1.1.02.02.0500;POS - BAR DO JAPA;6345,55;0;4986,42;1359,13;31/03/2020;D
190;1.1.02.02.0100;PREFEITURA MUNICIPAL DO RIO GRANDE;182471,01;100992,65;172820,74;110642,92;31/03/2020;D
6572;1.1.02.02.0004;TRANSPESSOAL TRANSPORTES LTDA;8611,42;7677,08;8611,42;7677,08;31/03/2020;D
213;1.1.02.03.0000;OUTROS CREDITOS;24895,54;168737,81;160007,73;33625,62;31/03/2020;D
329;1.1.02.03.0200;ADIANT. SALARIAL - QUINZENAL;0;13744,14;13744,14;0;31/03/2020;
360;1.1.02.03.0300;ADIANTAMENTO INSUFICIENCIA DE SALDO;133,72;0;0;133,72;31/03/2020;C
6530;1.1.02.03.0002;ADIANTAMENTO SBE - TRANSPESSOAL;18720,66;150938,4;144718,48;12500,74;31/03/2020;C
220;1.1.02.03.0100;ADIANTAMENTOS A FORNECEDORES;24297,92;0;0;24297,92;31/03/2020;D
248;1.1.02.03.1100;COFINS ANTECIPADA;0;1269,95;1269,95;0;31/03/2020;
280;1.1.02.03.1700;CS.L.L. - RET. DE ORGÇOS PUBLICOS;3682,54;423,32;0;4105,86;31/03/2020;D
6459;1.1.02.03.3003;DIFERENCA DE MALOTE VENDAS POS;54,95;0;0;54,95;31/03/2020;C
370;1.1.02.03.1300;I.R.P.J. - RET. DE ORGÇOS PUBLICOS;8838,09;1015,96;0;9854,05;31/03/2020;D
353;1.1.02.03.0400;IMPOSTO DE RENDA A RECUPERAR;6986,32;1070,88;0;8057,2;31/03/2020;D
310;1.1.02.03.1200;PIS ANTECIPADO;0;275,16;275,16;0;31/03/2020;
426;1.2.00.00.0000;REALIZAVEL A LONGO PRAZO;1969027,22;1431288,08;1190601,91;2209713,39;31/03/2020;D
434;1.2.01.00.0000;REALIZAVEL A LONGO PRAZO;1969027,22;1431288,08;1190601,91;2209713,39;31/03/2020;D
442;1.2.01.01.0000;CREDITOS COM PESSOAS LIGADAS;1819027,22;1431288,08;1190601,91;2059713,39;31/03/2020;D
6432;1.2.01.01.0001;NOIVA DO MAR SERVICOS DE MOBILIDADE;1819027,22;1431288,08;1190601,91;2059713,39;31/03/2020;D
7072;1.2.01.02.0000;OUTROS CREDITOS - LP;150000;0;0;150000;31/03/2020;D
7102;1.2.01.02.0003;EURICO DE SA CAVALCANTE JUNIOR;50000;0;0;50000;31/03/2020;D
7099;1.2.01.02.0002;MURILO PEREIRA CAVALCANTI;50000;0;0;50000;31/03/2020;D
7080;1.2.01.02.0001;VIPAR PARTICIPACOES SOCIETARIAS E SE;50000;0;0;50000;31/03/2020;D
469;1.3.00.00.0000;PEMANENTE;912531,48;406,98;7736,71;905201,75;31/03/2020;D
558;1.3.02.00.0000;IMOBILIZADO;912531,48;406,98;7736,71;905201,75;31/03/2020;D
566;1.3.02.01.0000;IMOBILIZADO;927998,12;406,98;0;928405,1;31/03/2020;D
590;1.3.02.01.0200;COMPUTADOR;19464,62;0;0;19464,62;31/03/2020;D
670;1.3.02.01.1000;EQUIPAMENTOS DE BILHETAGEM ELETRONIC;908533,5;406,98;0;908940,48;31/03/2020;D
744;1.3.02.02.0000;DEPRECIACOES;15466,64;0;7736,71;23203,35;31/03/2020;C
795;1.3.02.02.0500;DEPREC. ACUM. EQUIP BILHETAGEM ELETR;15142,24;0;7574,51;22716,75;31/03/2020;C
3298;1.3.02.02.1400;DEPREC. ACUM. S/EQUIP PROC DADOS;324,4;0;162,2;486,6;31/03/2020;C
906;2.0.00.00.0000;PASSIVO;3497840,56;1536847,52;1884845,52;3845838,56;31/03/2020;C
914;2.1.00.00.0000;CIRCULANTE;2937842,47;1536847,52;1884845,52;3285840,47;31/03/2020;C
922;2.1.01.00.0000;DEBITOS DE FUNCIONAMENTO;2937842,47;1536847,52;1884845,52;3285840,47;31/03/2020;C
949;2.1.01.01.0000;FORNECEDORES;121068,39;83281,51;54460,26;92247,14;31/03/2020;C
6955;2.1.01.01.0033;ASSOCIACAO DE RADIODIFUSAO COMUNITAR;500;500;0;0;31/03/2020;
6688;2.1.01.01.0013;BAM COMERCIO E SERVICOS LTDA;490,18;0;0;490,18;31/03/2020;C
3417;2.1.01.01.3100;BRINKS SEGURANCA E TRANSPORTE DE VAL;11026,62;7200,03;0;3826,59;31/03/2020;C
4979;2.1.01.01.9918;CARDNET SUL TECNOLOGIA EM CARTOES LT;26680,78;21250,74;0;5430,04;31/03/2020;C
6610;2.1.01.01.0010;CESAR BRUM FERREIRA;0;0;1462,5;1462,5;31/03/2020;C
6548;2.1.01.01.9995;CIA. ESTADUAL DE ENERGIA ELETRICA;0;0;2554,82;2554,82;31/03/2020;C
6660;2.1.01.01.0122;CINTIA VALERIA SOARES DA SILVA PIMPA;1000;2000;1000;0;31/03/2020;
6874;2.1.01.01.0025;CITTAMOBI DESENVOLVIMENTO EM TECNOLO;1440;2130;690;0;31/03/2020;
3468;2.1.01.01.3400;COMERCIAL OTM LTDA.;0;224,13;224,13;0;31/03/2020;
6599;2.1.01.01.9998;COMERCIAL SAO JOAO DE UTILIDADES DOM;0;0;49,9;49,9;31/03/2020;C
7005;2.1.01.01.0038;ELVIO DA SILVA SOUZA;0;5;5;0;31/03/2020;
6629;2.1.01.01.0011;FEMAPE COMERCIAL LTDA;1270;635;0;635;31/03/2020;C
6980;2.1.01.01.0036;FLAVIA RODRIGUES CORREA;0;91,6;91,6;0;31/03/2020;
7020;2.1.01.01.0040;FLAVIO RENATO SOUZA AIRES;0;20;20;0;31/03/2020;
6785;2.1.01.01.0019;GILDA MARIA MARQUES SEQUEIRA 7427534;562,5;0;0;562,5;31/03/2020;C
6602;2.1.01.01.9999;GREEN CARD S/A REFEICOES COMERCIO E;5845,07;5845,07;6229,98;6229,98;31/03/2020;C
6939;2.1.01.01.0031;JANDERLI DA SILVA TAVARES;273;273;0;0;31/03/2020;
6998;2.1.01.01.0037;LENY SCAGLIONI ALDRIGHI;0;7,75;7,75;0;31/03/2020;
6970;2.1.01.01.0035;LIDIANE DE ALMEIDA CAMELO URZEDO;2893,05;2893,05;0;0;31/03/2020;
7030;2.1.01.01.0041;MARATA - QUIMICA LTDA.;0;0;589,2;589,2;31/03/2020;C
5037;2.1.01.01.9921;MIOZZO FESTA E PAPELARIA LTDA - ME;353,25;353,25;0;0;31/03/2020;
5118;2.1.01.01.9927;MOACIR DE AVILCA GONCALVES;120;120;0;0;31/03/2020;
6734;2.1.01.01.0016;OSVALDO FARIAS DE SOUZA E CIA LTDA;0;100;100;0;31/03/2020;
3409;2.1.01.01.3000;PACOTAO COMERCIO ATACADISTA DE PAPEL;0;7,25;7,25;0;31/03/2020;
6947;2.1.01.01.0032;PAULO ALEXANDRE RODRIGUES PUCINELI 5;0;132;132;0;31/03/2020;
4995;2.1.01.01.9920;PAULO ALEXANDRE RODRIGUES PUCINELLI;0;60;60;0;31/03/2020;
3204;2.1.01.01.1800;PAULO ROGERIO SOARES GARCIA;660;660;574;574;31/03/2020;C
3743;2.1.01.01.5800;PONTO GRµFICO COMP. GRµF. LTDA;0;3,15;3,15;0;31/03/2020;
3263;2.1.01.01.2200;PRODATA MOBILITY BRASIL S.A.;0;0;2635,43;2635,43;31/03/2020;C
6823;2.1.01.01.0022;R. TREVISAN FILHO;475;475;0;0;31/03/2020;
5230;2.1.01.01.9934;RODRIGUES E CONCEICAO LTDA;110,11;110,11;0;0;31/03/2020;
6718;2.1.01.01.0015;ROSANO TECNHOLOGY INDUSTRIA, COMERCI;2649,05;2503,19;0;145,86;31/03/2020;C
3506;2.1.01.01.3700;TELE-RIG TELECOMUNICACOES LTDA.;336,61;336,61;336,61;336,61;31/03/2020;C
6963;2.1.01.01.0034;TGI - CONSULTORIA EM GESTAO S/A;1970;1970;0;0;31/03/2020;
6490;2.1.01.01.9993;TRANSDATA INDUSTRIA E SERVICOS DE AU;47510,01;20878,42;26301,98;52933,57;31/03/2020;C
5975;2.1.01.01.9958;TRANSPORTADORA FONSECA JUNIOR LTDA E;0;0;75;75;31/03/2020;C
4308;2.1.01.01.9800;UNIAO DE CLINICAS RIO GRANDE LTDA;1884,66;1884,66;2244,66;2244,66;31/03/2020;C
7013;2.1.01.01.0039;VALDIRENE MENDONCA AIRES;0;20;20;0;31/03/2020;
4260;2.1.01.01.9600;VETORIAL NET INF E SERV DE COMUNICAC;7279;7279;6829;6829;31/03/2020;C
6475;2.1.01.01.9991;VIAPRINTER INFORMATICA LTDA;0;0;351,3;351,3;31/03/2020;C
4250;2.1.01.01.9500;VIAVETORIAL INTERNET LTDA.;155;835;1865;1185;31/03/2020;C
6513;2.1.01.01.9994;YC YOUR COMPANY COMERCIO E APOIO ADM;5584,5;2478,5;0;3106;31/03/2020;C
1066;2.1.01.03.0000;OBRIGACOES C/PESSOAL/SOCIAL/TRIBUTAR;139256,12;75989,87;99598,5;162864,75;31/03/2020;C
1074;2.1.01.03.0100;COFINS A RECOLHER;18807,9;1269,95;6750,08;24288,03;31/03/2020;C
3450;2.1.01.03.2800;CSL/COFINS/PIS A RECOLHER  LEI 10833;124,42;124,42;93;93;31/03/2020;C
1104;2.1.01.03.0300;ENCARGOS S/PROVISAO 13. SALARIO;2189,41;0;609,34;2798,75;31/03/2020;C
1112;2.1.01.03.0400;ENCARGOS S/PROVISAO DE FERIAS;12682,56;87,31;0;12595,25;31/03/2020;C
1120;2.1.01.03.0500;FGTS A RECOLHER;3304,95;3304,95;4508,97;4508,97;31/03/2020;C
4960;2.1.01.03.3000;I.R.F S/ALUGUEIS;87,32;87,32;87,32;87,32;31/03/2020;C
1147;2.1.01.03.0700;INSS A RECOLHER;15638,46;15674,53;16163,22;16127,15;31/03/2020;C
1163;2.1.01.03.1000;IRF S/COMISSOES;3371,74;0;1070,88;4442,62;31/03/2020;C
1170;2.1.01.03.2400;IRF S/REND TRAB S/VINCULO EMPREGATIC;0;0;79,16;79,16;31/03/2020;C
1180;2.1.01.03.0800;IRF S/REND TRABALHO ASSALARIADO;1124,75;1124,75;1019,83;1019,83;31/03/2020;C
1198;2.1.01.03.1100;IRF S/SERV. PREST. PJ OU S/C;70,13;70,13;40,13;40,13;31/03/2020;C
1200;2.1.01.03.1200;ISSQN A RECOLHER;9640,01;20,75;3385,62;13004,88;31/03/2020;C
1210;2.1.01.03.1400;PIS A RECOLHER;4083,29;275,16;1465,48;5273,61;31/03/2020;C
1228;2.1.01.03.1600;PROVISAO P/ 13. SALARIO;6291,42;1545,6;3296,58;8042,4;31/03/2020;C
1244;2.1.01.03.1900;PROVISAO P/FERIAS;36975,39;6682,42;6427,88;36720,85;31/03/2020;C
1260;2.1.01.03.2300;QUITACåES A PAGAR;0;3045,15;16738,67;13693,52;31/03/2020;C
1279;2.1.01.03.2000;SALARIOS A PAGAR;24864,37;42677,43;37862,34;20049,28;31/03/2020;C
1295;2.1.01.04.0000;FINANCIAMENTOS;212118,45;33390,84;4638,23;183365,84;31/03/2020;C
6726;2.1.01.04.0001;CARUANA S/A - CONTRATO 8126;212118,45;33390,84;4638,23;183365,84;31/03/2020;C
1325;2.1.01.05.0000;SBE;2465399,51;1344185,3;1726148,53;2847362,74;31/03/2020;C
1350;2.1.01.05.0100;ADIANT. CLIENTES - VT WEB;40245,05;92979,25;134133,03;81398,83;31/03/2020;C
1333;2.1.01.05.0600;ADIANT. DE CLIENTES;80;0;0;80;31/03/2020;C
1368;2.1.01.05.0200;COMUM - POS;5273,49;234327,95;231487,65;2433,19;31/03/2020;C
1376;2.1.01.05.0300;ESCOLAR - POS;253726,95;157417,05;384504,18;480814,08;31/03/2020;C
1384;2.1.01.05.0400;VALE TRANSPORTE - POS;2166074,02;859461,05;976023,67;2282636,64;31/03/2020;C
1392;2.2.00.00.0000;EXIGIVEL A LONGO PRAZO;536365,63;0;0;536365,63;31/03/2020;C
1406;2.2.01.00.0000;EXIGIVEL A LONGO PRAZO;536365,63;0;0;536365,63;31/03/2020;C
6769;2.2.01.02.0000;FINANCIAMENTO - LP;536365,63;0;0;536365,63;31/03/2020;C
6777;2.2.01.02.0001;CARUANA - CONTRATO 8126 - LP;536365,63;0;0;536365,63;31/03/2020;C
1430;2.3.00.00.0000;PATRIMONIO LIQUIDO;23632,46;0;0;23632,46;31/03/2020;C
1449;2.3.01.00.0000;CAPITAL SOCIAL;150000;0;0;150000;31/03/2020;C
1457;2.3.01.01.0000;CAPITAL SUBSCRITO;150000;0;0;150000;31/03/2020;C
1465;2.3.01.01.0001;CAPITAL SOCIAL;150000;0;0;150000;31/03/2020;C
1510;2.3.03.00.0000;LUCROS OU PREJUIZOS ACUMULADOS;126367,54;0;0;126367,54;31/03/2020;D
3166;2.3.03.01.0000;LUCROS OU PREJUIZOS ACUMULADOS;126367,54;0;0;126367,54;31/03/2020;D
1546;2.3.03.01.0002;PREJUIZOS ACUMULADOS;126367,54;0;0;126367,54;31/03/2020;D
1554;3.0.00.00.0000;DESPESAS;366142,75;184237,19;2962,78;547417,16;31/03/2020;D
1562;3.1.00.00.0000;DESPESAS OPERACIONAIS;366142,75;184237,19;2962,78;547417,16;31/03/2020;D
1570;3.1.01.00.0000;CUSTOS DOS SERVICOS;65549,85;28589,86;0;94139,71;31/03/2020;D
1589;3.1.01.01.0000;CUSTOS DE BILHETAGEM;65549,85;28589,86;0;94139,71;31/03/2020;D
2437;3.1.01.01.1700;COMISSÇO S/VENDAS B E;0;4986,42;0;4986,42;31/03/2020;D
1724;3.1.01.01.1400;CUSTO DE IMPLANTACAO BILHETAGEM ELET;260;325;0;585;31/03/2020;D
6696;3.1.01.01.1200;DEPREC. EQUIP BILHETAGEM ELETRONICA;15142,24;7574,51;0;22716,75;31/03/2020;D
1600;3.1.01.01.0100;PROCESSAMENTO DE DADOS;8952,21;2675,56;0;11627,77;31/03/2020;D
1619;3.1.01.01.0200;SUPRIMENTO DE BILHETAGEM;41195,4;13028,37;0;54223,77;31/03/2020;D
1740;3.1.05.00.0000;DESPESAS GERAIS;300592,9;155647,33;2962,78;453277,45;31/03/2020;D
1759;3.1.05.01.0000;DESPESAS COM IMPOSTOS;985,68;676,25;0;1661,93;31/03/2020;D
1767;3.1.05.01.0100;ALVARA;350;0;0;350;31/03/2020;D
1775;3.1.05.01.1300;COFINS S/OUTRAS RECEITAS;522,28;317,35;0;839,63;31/03/2020;D
1872;3.1.05.01.0900;OUTROS IMPOSTOS E TAXAS;0;290;0;290;31/03/2020;D
